Sc_Literature,Finance,Music/Entertainment
0.3331551357294978,0,0.32753384709920585
0.32426610297856595,0.3279765968389653,0.31816941745854715
0,0,0.3242509004156918
0,0,0.32426610297856595
0,0,0
0.34508260127913787,0,0.334588058295512
0.33477095295745835,0.31816941745854715,0.33838179811095664
0,0,0
0.33591452438333375,0.3399404237368926,0
0.32803107390789743,0.33559210231643416,0.3269871446268765
